,intitule,description,salaire,latitude,longitude,Code postale,Surface,Ville,Prix par mois
0,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,526
1,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,500
2,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,526
3,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,500
4,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,526
5,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,500
6,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,526
7,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,500
8,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,526
9,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,500
10,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,526
11,Technicien / Technicienne de maintenance en informatique  (H/F),"**Venez rencontrer l'employeur lors d'une session de recrutement le jeudi 20 avril à 10h dans leur locaux! Pour cela postulez à cette offre et nous vous recontacterons ou inscrivez-vous directement sur : mesevenementsemploi.pole-emploi.fr **

En tant que spécialiste technique Apple, vous aurez pour mission d'accueillir et renseigner les clients dans notre atelier de réparation et de proposer des solutions de prise en charge adaptées aux problèmes rencontrés.
En lien étroit avec l'équipe commerciale, vous aurez pour objectif principal de proposer la meilleure expérience client possible.

Compétences et qualifications clés:
- Vous avez une très bonne connaissance de la gamme Apple et du fonctionnement des appareils Apple.
- Vous justifiez d'une expérience d'au moins 1 an dans le domaine informatique ou des nouvelles technologies.
- Vous aimez le travail en équipe, vous possédez un excellent relationnel, vous faites preuve d'une grande empathie, de rigueur et de méthodologie et d'une grande capacité d'adaptation pour un apprentissage permanent.

La certification Apple n'est pas requise, mais elle constituera un titre préférentiel dans la phase de sélection.

Nous vous offrons un environnement de travail stimulant avec possibilité d'évolution interne.",1540,44.851895,-0.587877,33000.0,20 m²,Bordeaux,500
